5,29,9.94
5,30,9.94

6,0,9.94
6,1,9.94
6,2,9.94
6,3,9.94
6,4,9.94
6,5,9.94
6,6,9.94
6,7,9.94
6,8,9.94
6,9,9.94
6,10,9.94
6,11,9.94
6,12,9.94
6,13,9.94
6,14,9.94
6,15,9.94
6,16,9.94
6,17,9.94
6,18,9.94
6,19,9.94
6,20,9.94
6,21,9.94
6,22,9.94
6,23,9.94
6,24,9.94
6,25,9.94
6,26,9.94
6,27,9.94
6,28,9.94
6,29,9.94
6,30,9.94

7,0,9.94
7,1,9.94
7,2,9.94
7,3,9.94
7,4,9.94
7,5,9.94
7,6,9.94
7,7,9.94
7,8,9.94
7,9,9.94
7,10,9.94
7,11,9.94
7,12,9.94
7,13,9.94
7,14,9.94
7,15,9.94
7,16,9.94
7,17,9.94
7,18,9.94
7,19,9.94
7,20,9.94
7,21,9.94
7,22,9.94
7,23,9.94
7,24,9.94
7,25,9.94
7,26,9.94
7,27,9.94
7,28,9.94
7,29,9.94
7,30,9.94

8,0,9.94
8,1,9.94
8,2,9.94
8,3,9.94
8,4,9.94
8,5,9.94
8,6,9.94
8,7,9.94
8,8,9.94
8,9,9.94
8,10,9.94
8,11,9.94
8,12,9.94
8,13,9.94
8,14,9.94
8,15,9.94
8,16,9.94
8,17,9.94
8,18,9.94
8,19,9.94
8,20,9.94
8,21,9.94
8,22,9.94
8,23,9.94
8,24,9.94
8,25,9.94
8,26,9.94
8,27,9.94
8,28,9.94
8,29,9.94
8,30,9.94

9,0,9.94
9,1,9.94
9,2,9.94
9,3,9.94
9,4,9.94
9,5,9.94
9,6,9.94
9,7,9.94
9,8,9.94
9,9,9.94
9,10,9.94
9,11,9.94
9,12,9.94
9,13,9.94
9,14,9.94
9,15,9.94
9,16,9.94
9,17,9.94
9,18,9.94
9,19,9.94
9,20,9.94
9,21,9.94
9,22,9.94
9,23,9.94
9,24,9.94
9,25,9.94
9,26,9.94
9,27,9.94
9,28,9.94
9,29,9.94
9,30,9.94

10,0,9.93
10,1,9.93
10,2,9.93
10,3,9.93
10,4,9.93
10,5,9.93
10,6,9.93
10,7,9.93
10,8,9.93
10,9,9.93
10,10,8.92
10,11,8.92
10,12,8.92
10,13,8.92
10,14,8.92
10,15,8.92
10,16,8.92
10,17,8.92
10,18,8.92
10,19,8.92
10,20,9.94
10,21,9.94
10,22,9.94
10,23,9.94
10,24,9.94
10,25,9.94
10,26,9.94
10,27,9.94
10,28,9.94
10,29,9.94
10,30,9.94

11,0,9.93
11,1,9.93
11,2,9.93
11,3,9.93
11,4,9.93
11,5,9.93
11,6,9.93
11,7,9.93
11,8,9.93
11,9,9.93
11,10,8.92
11,11,8.92
11,12,8.92
11,13,8.92
11,14,8.92
11,15,8.92
11,16,8.92
11,17,8.92
11,18,8.92
11,19,8.92
11,20,9.94
11,21,9.94
11,22,9.94
11,23,9.94
11,24,9.94
11,25,9.94
11,26,9.94
11,27,9.94
11,28,9.94
11,29,9.94
11,30,9.94

12,0,9.93
12,1,9.93
12,2,9.93
12,3,9.93
12,4,9.93
12,5,9.93
12,6,9.93
12,7,9.93
12,8,9.93
12,9,9.93
12,10,8.92
12,11,8.92
12,12,8.92
12,13,8.92
12,14,8.92
12,15,8.92
12,16,8.92
12,17,8.92
12,18,8.92
12,19,8.92
12,20,9.94
12,21,9.94
12,22,9.94
12,23,9.94
12,24,9.94
12,25,9.94
12,26,9.94
12,27,9.94
12,28,9.94
12,29,9.94
12,30,9.94

13,0,9.93
13,1,9.93
13,2,9.93
13,3,9.93
13,4,9.93
13,5,9.93
13,6,9.93
13,7,9.93
13,8,9.93
13,9,9.93
13,10,8.92
13,11,8.92
13,12,8.92
13,13,8.92
13,14,8.92
13,15,8.92
13,16,8.92
13,17,8.92
13,18,8.92
13,19,8.92
13,20,9.94
13,21,9.94
13,22,9.94
13,23,9.94
13,24,9.94
13,25,9.94
13,26,9.94
13,27,9.94
13,28,9.94
13,29,9.94
13,30,9.94

14,0,9.93
14,1,9.93
14,2,9.93
14,3,9.93
14,4,9.93
14,5,9.93
14,6,9.93
14,7,9.93
14,8,9.93
14,9,9.93
14,10,8.92
14,11,8.92
14,12,8.92
14,13,8.92
14,14,8.92
14,15,8.92
14,16,8.92
14,17,8.92
14,18,8.92
14,19,8.92
14,20,9.94
14,21,9.94
14,22,9.94
14,23,9.94
14,24,9.94
14,25,9.94
14,26,9.94
14,27,9.94
14,28,9.94
14,29,9.94
14,30,9.94

15,0,9.93
15,1,9.93
15,2,9.93
15,3,9.93
15,4,9.93
15,5,9.93
15,6,9.93
15,7,9.93
15,8,9.93
15,9,9.93
15,10,8.92
15,11,8.92
15,12,8.92
15,13,8.92
15,14,8.92
15,15,8.92
15,16,8.92
15,17,8.92
15,18,8.92
15,19,8.92
15,20,9.94
15,21,9.94
15,22,9.94
15,23,9.94
15,24,9.94
15,25,9.94
15,26,9.94
15,27,9.94
15,28,9.94
15,29,9.94
15,30,9.94

16,0,9.93
16,1,9.93
16,2,9.93
16,3,9.93
16,4,9.93
16,5,9.93
16,6,9.93
16,7,9.93
16,8,9.93
16,9,9.93
16,10,8.92
16,11,8.92
16,12,8.92
16,13,8.92
16,14,8.92
16,15,8.92
16,16,8.92
16,17,8.92
16,18,8.92
16,19,8.92
16,20,9.94
16,21,9.94
16,22,9.94
16,23,9.94
16,24,9.94
16,25,9.94
16,26,9.94
16,27,9.94
16,28,9.94
16,29,9.94
16,30,9.94

17,0,9.93
17,1,9.93
17,2,9.93
17,3,9.93
17,4,9.93
17,5,9.93
17,6,9.93
17,7,9.93
17,8,9.93
17,9,9.93
17,10,8.92
17,11,8.92
17,12,8.92
17,13,8.92
17,14,8.92
17,15,8.92
17,16,8.92
17,17,8.92
17,18,8.92
17,19,8.92
17,20,9.94
17,21,9.94
17,22,9.94
17,23,9.94
17,24,9.94
17,25,9.94
17,26,9.94
17,27,9.94
17,28,9.94
17,29,9.94
17,30,9.94

18,0,9.93
18,1,9.93
18,2,9.93
18,3,9.93
18,4,9.93
18,5,9.93
18,6,9.93
18,7,9.93
18,8,9.93
18,9,9.93
18,10,8.92
18,11,8.92
18,12,8.92
18,13,8.92
18,14,8.92
18,15,8.92
18,16,8.92
18,17,8.92
18,18,8.92
18,19,8.92
18,20,9.94
18,21,9.94
18,22,9.94
18,23,9.94
18,24,9.94
18,25,9.94
18,26,9.94
18,27,9.94
18,28,9.94
18,29,9.94
18,30,9.94

19,0,9.93
19,1,9.93
19,2,9.93
19,3,9.93
19,4,9.93
19,5,9.93
19,6,9.93
19,7,9.93
19,8,9.93
19,9,9.93
19,10,8.92
19,11,8.92
19,12,8.92
19,13,8.92
19,14,8.92
19,15,8.92
19,16,8.92
19,17,8.92
19,18,8.92
19,19,8.92
19,20,9.94
19,21,9.94
19,22,9.94
19,23,9.94
19,24,9.94
19,25,9.94
19,26,9.94
19,27,9.94
19,28,9.94
19,29,9.94
19,30,9.94

20,0,9.91
20,1,9.91
20,2,9.91
20,3,9.91
20,4,9.91
20,5,9.91
20,6,9.91
20,7,9.91
20,8,9.91
20,9,9.91
20,10,1.29
20,11,1.29
20,12,1.29
20,13,1.29
20,14,1.29
20,15,1.29
20,16,1.29
20,17,1.29
20,18,1.29
20,19,1.29
20,20,7.89
20,21,7.89
20,22,7.89
20,23,7.89
20,24,7.89
20,25,7.89
20,26,7.89
20,27,7.89
20,28,7.89
20,29,7.89
20,30,9.94

21,0,9.91
21,1,9.91
21,2,9.91
21,3,9.91
21,4,9.91
21,5,9.91
21,6,9.91
21,7,9.91
21,8,9.91
21,9,9.91
21,10,1.29
21,11,1.29
21,12,1.29
21,13,1.29
21,14,1.29
21,15,1.29
21,16,1.29
21,17,1.29
21,18,1.29
21,19,1.29
21,20,7.89
21,21,7.89
21,22,7.89
21,23,7.89
21,24,7.89
21,25,7.89
21,26,7.89
21,27,7.89
21,28,7.89
21,29,7.89
21,30,9.94

22,0,9.91
22,1,9.91
22,2,9.91
22,3,9.91
22,4,9.91
22,5,9.91
22,6,9.91
22,7,9.91
22,8,9.91
22,9,9.91
22,10,1.29
22,11,1.29
22,12,1.29
22,13,1.29
22,14,1.29
22,15,1.29
22,16,1.29
22,17,1.29
22,18,1.29
22,19,1.29
22,20,7.89
22,21,7.89
22,22,7.89
22,23,7.89
22,24,7.89
22,25,7.89
22,26,7.89
22,27,7.89
22,28,7.89
22,29,7.89
22,30,9.94

23,0,9.91
23,1,9.91
23,2,9.91
23,3,9.91
23,4,9.91
23,5,9.91
23,6,9.91
23,7,9.91
23,8,9.91
23,9,9.91
23,10,1.29
23,11,1.29
23,12,1.29
23,13,1.29
23,14,1.29
23,15,1.29
23,16,1.29
23,17,1.29
23,18,1.29
23,19,1.29
23,20,7.89
23,21,7.89
23,22,7.89
23,23,7.89
23,24,7.89
23,25,7.89
23,26,7.89
23,27,7.89
23,28,7.89
23,29,7.89
23,30,9.94

24,0,9.91
24,1,9.91
24,2,9.91
24,3,9.91
24,4,9.91
24,5,9.91
24,6,9.91
24,7,9.91
24,8,9.91
24,9,9.91
24,10,1.29
24,11,1.29
24,12,1.29
24,13,1.29
24,14,1.29
24,15,1.29
24,16,1.29
24,17,1.29
24,18,1.29
24,19,1.29
24,20,7.89
24,21,7.89
24,22,7.89
24,23,7.89
24,24,7.89
24,25,7.89
24,26,7.89
24,27,7.89
24,28,7.89
24,29,7.89
24,30,9.94

25,0,9.91
25,1,9.91
25,2,9.91
25,3,9.91
25,4,9.91
25,5,9.91
25,6,9.91
25,7,9.91
25,8,9.91
25,9,9.91
25,10,1.29
25,11,1.29
25,12,1.29
25,13,1.29
25,14,1.29
25,15,1.29
25,16,1.29
25,17,1.29
25,18,1.29
25,19,1.29
25,20,7.89
25,21,7.89
25,22,7.89
25,23,7.89
25,24,7.89
25,25,7.89
25,26,7.89
25,27,7.89
25,28,7.89
25,29,7.89
25,30,9.94

26,0,9.91
26,1,9.91
26,2,9.91
26,3,9.91
26,4,9.91
26,5,9.91
26,6,9.91
26,7,9.91
26,8,9.91
26,9,9.91
26,10,1.29
26,11,1.29
26,12,1.29
26,13,1.29
26,14,1.29
26,15,1.29
26,16,1.29
26,17,1.29
26,18,1.29
26,19,1.29
26,20,7.89
26,21,7.89
26,22,7.89
26,23,7.89
26,24,7.89
26,25,7.89
26,26,7.89
26,27,7.89
26,28,7.89
26,29,7.89
26,30,9.94

27,0,9.91
27,1,9.91
27,2,9.91
27,3,9.91
27,4,9.91
27,5,9.91
27,6,9.91
27,7,9.91
27,8,9.91
27,9,9.91
27,10,1.29
27,11,1.29
27,12,1.29
27,13,1.29
27,14,1.29
27,15,1.29
27,16,1.29
27,17,1.29
27,18,1.29
27,19,1.29
27,20,7.89
27,21,7.89
27,22,7.89
27,23,7.89
27,24,7.89
27,25,7.89
27,26,7.89
27,27,7.89
27,28,7.89
27,29,7.89
27,30,9.94

28,0,9.91
28,1,9.91
28,2,9.91
28,3,9.91
28,4,9.91
28,5,9.91
28,6,9.91
28,7,9.91
28,8,9.91
28,9,9.91
28,10,1.29
28,11,1.29
28,12,1.29
28,13,1.29
28,14,1.29
28,15,1.29
28,16,1.29
28,17,1.29
28,18,1.29
28,19,1.29
28,20,7.89
28,21,7.89
28,22,7.89
28,23,7.89
28,24,7.89
28,25,7.89
28,26,7.89
28,27,7.89
28,28,7.89
28,29,7.89
28,30,9.94

29,0,9.91
29,1,9.91
29,2,9.91
29,3,9.91
29,4,9.91
29,5,9.91
29,6,9.91
29,7,9.91
29,8,9.91
29,9,9.91
29,10,1.29
29,11,1.29
29,12,1.29
29,13,1.29
29,14,1.29
29,15,1.29
29,16,1.29
29,17,1.29
29,18,1.29
29,19,1.29
29,20,7.89
29,21,7.89
29,22,7.89
29,23,7.89
29,24,7.89
29,25,7.89
29,26,7.89
29,27,7.89
29,28,7.89
29,29,7.89
29,30,9.94

30,0,9.83
30,1,9.83
30,2,9.83
30,3,9.83
30,4,9.83
30,5,9.83
30,6,9.83
30,7,9.83
30,8,9.83
30,9,9.83
30,10,1.03
30,11,1.03
30,12,1.03
30,13,1.03
30,14,1.03
30,15,1.03
30,16,1.03
30,17,1.03
30,18,1.03
30,19,1.03
30,20,1.00
30,21,1.00
30,22,1.00
30,23,1.00
30,24,1.00
30,25,1.00
30,26,1.00
30,27,1.00
30,28,1.00
30,29,1.00
30,30,7.79

